Date,US ALL EMPS - NONFARM INDUSTRIES TOTAL (PAYROLL SURVEY) VOLA,US TOTAL CIVILIAN EMPLOYMENT VOLA,US UNEMPLOYED (16 YRS & OVER) VOLA,US UNEMPLOYMENT RATE SADJ,US JOB OPENINGS: TOTAL NONFARM (LEVEL) VOLN,US AHE: PROD EMPS - TOTAL PRIVATE CURA,US AHE: PROD EMPS - MANUFACTURING CURN,US CHALLENGER JOB-CUT ANNOUNCEMENTS VOLN,US CONSUMER CREDIT OUTSTANDING CURA,US CONSUMER CONFIDENCE INDEX SADJ,"US RETAIL SALES & FOOD SERVICES, TOTAL CURA",US POPULATION (ESTIMATES USED IN TIOL ACCOUNTS) VOLN,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US CPI- ALL URBAN SAMPLE: ALL ITEMS - ANNUAL INFLATION RATE DJ,US NEW PASSENGER CARS - TOTAL REGISTRATIONS VOLN,US AUTODATA RETAIL SALES OF NEW LIGHT VEHICLES: TOTAL (AR) VOLA,US AUTODATA RETAIL SALES OF NEW LIGHT VEHICLES: DOM. (AR) VOLA,US AUTODATA RETAIL SALES OF NEW CARS: DOMESTIC (AR) VOLA,US AUTODATA RETAIL SALES OF NEW LIGHT TRUCKS: DOMESTIC (AR) VOLA,US SALES OF NEW ONE FAMILY HOUSES (AR) VOLA,US PENDING HOME SALES INDEX (AR) SADJ,US TIOL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US CAPACITY UTILIZATION RATE - ALL INDUSTRY SADJ,US ISM PURCHASING MAGERS INDEX (MFG SURVEY) SADJ,US ISM NONMANUFACTURERS SURVEY INDEX: COMPOSITE DJ,US PHILADELPHIA FED MBOS: GENL BUS ACTIV - INDEX SADJ,US EMPIRE STATE MFG SURVEY DIFFUSION INDEX: GENERAL BUS CONDITIO,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,US CONSTRUCTION EXPENDITURES - TOTAL (AR) CURA,US NEW ORDERS - ALL MANUFACTURING INDUSTRIES CURA,"US NEW ORDERS - MANUFACTURING, EXCLUDING TRANSPORTATION CURA",US BUSINESS INVENTORIES (MFG & TRADE) CURA,US WHOLESALE TRADE INVENTORIES - TOTAL CURA,US PPI - FIL DEMAND SADJ,US PPI - FIL DEMAND LESS FOODS AND ENERGY SADJ,,US FEDERAL GOVERNMENT BUDGET BALANCE CURN,US TOTAL TREASURY SECURITIES OUTSTANDING (PUBLIC DEBT) CURN,US FOREIGN RESERVE ASSETS CURN,US EXPORTS F.A.S. CURA,US IMPORTS F.A.S. CURA,US VISIBLE TRADE BALANCE F.A.S.-F.A.S. CURA,US US $ TO EURO NOON NY (EP) DJ,US TRADE-WEIGHTED VALUE OF US DOLLAR AGAINST MAJOR CURRENCIES,US EXP - ALL COMMODITIES (END USE) DJ,US IMP - ALL COMMODITIES (END USE) DJ,US PPI - FIL DEMAND DJ,US THE CONFERENCE BOARD LEADING ECONOMIC INDICATORS INDEX SADJ,US MONEY SUPPLY M2 (BCI 106) CO,US CONSUMER CONFIDENCE INDEX SADJ,US TIOL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US ISM PURCHASING MAGERS INDEX (MFG SURVEY) SADJ,US ISM NONMANUFACTURERS SURVEY INDEX: COMPOSITE DJ,US CHICAGO PURCHASING MAGER BUSINESS BAROMETER (SA) SADJ,US PHILADELPHIA FED MBOS: GENL BUS ACTIV - INDEX SADJ,US EMPIRE STATE MFG SURVEY DIFFUSION INDEX: GENERAL BUS CONDITIO,US TIPP ECONOMIC OPTIMISM INDEX: OVERALL DJ,US PERSOL INCOME (MONTHLY SERIES) (AR) CURA,US PERSOL SAVING AS % OF DISPOSABLE PERSOL INCOME SADJ,US DISPOSABLE PERSOL INCOME (AR) CURA,US PERSOL CONSUMPTION EXPENDITURES (AR) CURA,US CHAIN-TYPE PRICE INDEX FOR PCE LESS FOOD & ENERGY SADJ,US FOREIGN RESERVE ASSETS CURN,US US $ TO EURO NOON NY (EP) DJ,US TRADE-WEIGHTED VALUE OF US DOLLAR AGAINST MAJOR CURRENCIES,US MONETARY BASE CURN,US MONEY SUPPLY M1 CURN,US FEDERAL FUNDS RATE (MONTHLY AVERAGE) DJ,US TREASURY BILL RATE - 3 MONTH (EP) DJ,US INTERBANK RATE - 3 MONTH (LONDON) (MONTH AVG) DJ,US PRIME RATE CHARGED BY BANKS (MONTH AVG) DJ,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR DJ,US TOTAL TREASURY SECURITIES OUTSTANDING (PUBLIC DEBT) CURN,US FOREIGN NET LONG TERM FLOWS IN SECURITIES CURN,US COMMERCIAL BANK ASSETS - LOANS & LEASES IN BANK CREDIT CURA,US COMMERCIAL BANK ASSETS - COMMERCIAL & INDUSTRIAL LOANS CURA,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US EXP - ALL COMMODITIES (END USE) DJ,US IMP - ALL COMMODITIES (END USE) DJ,US PPI - FIL DEMAND SADJ,US PPI - FIL DEMAND LESS FOODS AND ENERGY SADJ,SPX 500 Percent Shift Next Month
10/15/84,95630,105638,8381,7.4,,8.55,9.11,,504.65866,99.1,,237068,105.1,106.2,4.26,834,,,,,687,,,80.211,50.8,,15.5,,56.1943,383.608,,,,,,,,-28009,1611500,34570,18410.9,26782.7,-8371.8,,135.133,,,,70.4,4090.9,99.1,,50.8,,53.4,15.5,,,3356,11.2,2965.5,2538.202,55.203,34570,,135.133,198076,542.2,9.99,8.99,10.891,12.58,12.04,1611500,4571,1266.2695,466.3545,105.1,106.2,,,,,-0.015112289
11/15/84,95979,105972,8198,7.2,,8.57,9.18,,510.15408,105.5,,237238,105.3,106.4,4.05,816,,,,,597,,,80.3233,50.3,,2.7,,56.4108,382.091,,,,,,,,-28896,1631000,34728,18394.7,27331.3,-8936.6,,133.3776,,,,70.9,4125.7,105.5,,50.3,,52.7,2.7,,,3378,10.3,2982.3,2578.608,55.322,34728,,133.3776,200592,549.8,9.43,8.42,10.051,11.77,11.66,1631000,3838,1280.8947,470.9618,105.3,106.4,,,,,0.022374373
12/15/84,96107,106223,8358,7.3,,8.61,9.27,,517.27898,97,,237392,105.5,106.8,3.95,823,,,,,597,,,80.2163,50.6,,2,,56.4759,385.905,,,,,,,,-14568,1663000,34934,19142.4,25933.1,-6790.7,,136.1546,84.2,77,,71.3,4159.1,97,,50.6,,51.5,2,,,3410.7,10.6,3009.2,2590.004,55.542,34934,,136.1546,204812,564.6,8.38,7.84,9.099,11.06,11.64,1663000,9095,1294.6548,473.3524,105.5,106.8,84.2,77,,,0.074085147
1/15/85,96373,106302,8423,7.3,,8.61,9.31,,523.97936,102,,237535,105.7,107.1,3.53,789,,,,,645,,50,79.8782,50.3,,5.5,,56.3801,390.715,,,,,,,,-7992,1679900,34380,19401.3,28296.9,-8895.6,,138.9668,,,,71.7,4185,102,50,50.3,,52.8,5.5,,,3424.3,9.7,3023.7,2626.312,55.854,34380,,138.9668,203177,561.1,8.35,8.02,8.497,10.61,11.58,1679900,3877,1302.4829,472.9554,105.7,107.1,,,,,0.008628848
2/15/85,96497,106555,8321,7.2,,8.64,9.31,,532.44843,103.1,,237667,106.3,107.7,3.52,790,,,,,682,,58,79.957,49.9,,10.9,,56.5796,391.831,,,,,,,,-21053,1698400,34273,17853.3,27984.7,-10131.4,,143.5295,,,,72,4203.9,103.1,58,49.9,,51.7,10.9,,,3443.5,8.5,3010.4,2648.603,56.153,34273,,143.5295,200224,551.9,8.5,8.46,9.175,10.5,11.7,1698400,6420,1314.5424,475.5103,106.3,107.7,,,,,-0.002870074
3/15/85,96843,106989,8339,7.2,,8.67,9.33,,541.75718,96.1,,237816,106.8,108.1,3.7,927,,,,,671,,54,79.8745,47.8,,31,,56.6645,398.04,,,,,,,,-29502,1710700,35493,18446.4,28129.2,-9682.8,,143.9059,84,75.5,,72.3,4208.5,96.1,54,47.8,,49.1,31,,,3471.4,8.1,3008.3,2656.764,56.358,35493,,143.9059,202719,558.4,8.58,8.15,9.42,10.5,12.06,1710700,-3378,1325.998,480.2788,106.8,108.1,84,75.5,,,-0.004594265
4/15/85,97039,106936,8395,7.3,,8.69,9.37,,549.34871,104.4,,237987,107,108.4,3.69,936,,,,,620,,49,79.462,48.2,,10,,56.5122,398.23,,,,,,,,11386,1732700,35493,17778.9,28295.3,-10516.4,,138.4922,,,,72.4,4218.4,104.4,49,48.2,,57.4,10,,,3471.2,9.4,3064.4,2668.399,56.431,35493,,138.4922,205511,575.1,8.27,7.83,8.822,10.5,11.69,1732700,5005,1327.9705,479.3554,107,108.4,,,,,0.054051048
5/15/85,97313,106932,8302,7.2,,8.7,9.36,,555.84205,99.6,,238172,107.2,108.8,3.77,912,,,,,678,,51,79.3902,47.1,,8,,56.5982,403.279,,,,,,,,-41997,1753900,35782,17414.3,28684.8,-11270.5,,138.7587,,,,72.7,4232.9,99.6,51,47.1,,49.2,8,,,3483.7,10.5,3144,2705.891,56.633,35782,,138.7587,206691,569.3,7.97,7.17,8.235,10.31,11.19,1753900,5489,1339.8273,480.8569,107.2,108.8,,,,,0.012134002
6/15/85,97459,106505,8460,7.4,,8.74,9.38,,561.2066,102.6,,238368,107.5,109.1,3.76,923,,,,,722,,54,79.2515,47.8,,-2.4,,56.6317,403.759,,,,,,,,-1408,1774600,36087,17437.8,29424.8,-11987,,137.1548,84.4,75.8,,73.1,4261.9,102.6,54,47.8,,51,-2.4,,,3504.8,9,3085.7,2699.307,56.827,36087,,137.1548,210250,585.2,7.53,6.83,7.716,9.78,10.57,1774600,6988,1351.2134,482.2247,107.5,109.1,84.4,75.8,,,-0.004847537
7/15/85,97649,106807,8513,7.4,,8.74,9.42,,567.653,103.2,,238573,107.7,109.4,3.55,949,,,,,766,,58,78.5626,47.9,,11.5,,56.2637,401.538,,,,,,,,-21533,1800900,37071,17411.5,26630.2,-9218.7,,132.3093,,,,73.4,4281.1,103.2,58,47.9,,48.4,11.5,,,3518.9,8.5,3100.6,2725.937,56.995,37071,,132.3093,212277,592,7.88,7.25,8.027,9.5,10.68,1800900,8566,1363.5088,487.1427,107.7,109.4,,,,,-0.011994553
8/15/85,97842,107095,8196,7.1,,8.77,9.36,,573.29931,100.9,,238789,107.9,109.8,3.35,926,,,,,726,,58,78.7236,47.7,,6.9,,56.496,401.857,,,,,,,,-27597,1818000,37154,17423.2,26083.3,-8660.1,,130.3278,,,,73.6,4292.4,100.9,58,47.7,,51.4,6.9,,,3530.1,7.5,3108.6,2762.684,57.274,37154,,130.3278,212802,594.9,7.9,7.37,8.143,9.5,10.73,1818000,-830,1373.1536,489.9721,107.9,109.8,,,,,-0.034724063
9/15/85,98045,107657,8248,7.1,,8.8,9.43,,582.14837,96,,239006,108.1,110,3.14,1105,,,,,678,,56,78.9138,49.9,,2.3,,56.7412,407.181,,,,,,,,-764,1823100,38294,17732.2,31764.2,-14032,,131.468,83.7,76,,73.8,4307.1,96,56,49.9,,50.7,2.3,,,3552.3,6.7,3127.6,2805.607,57.39,38294,,131.468,214674,602,7.92,7.26,8.259,9.5,10.8,1823100,9860,1385.4881,494.4253,108.1,110,83.7,76,,,0.042508787
10/15/85,98233,107847,8298,7.1,,8.79,9.43,,588.30745,96.1,,239210,108.5,110.5,3.23,973,,,,,655,,59,78.4514,50.9,,6.2,,56.508,408.163,,,,,,,,-27087,1831800,41657,17368.1,27594,-10225.9,,124.5693,,,,74,4320.4,96.1,59,50.9,,47.2,6.2,,,3575.4,8.5,3148.9,2767.148,57.479,41657,,124.5693,216000,605.3,7.99,7.41,8.209,9.5,10.67,1831800,4103,1389.8817,493.2411,108.5,110.5,,,,,0.065061637
11/15/85,98442,108007,8128,7,,8.82,9.5,,594.47775,98.1,,239392,109,111.1,3.51,828,,,,,733,,58,78.5902,52,,19.7,,56.6984,411.666,,,,,,,,-33386,1900200,42851,17975.5,30285.1,-12309.6,,122.2847,,,,74.3,4325.3,98.1,58,52,,55,19.7,,,3593.1,8.4,3165,2782.7,57.615,42851,,122.2847,219498,614.9,8.05,7.39,8.131,9.5,10.24,1900200,10597,1405.8715,497.0317,109,111.1,,,,,0.045061087
12/15/85,98609,108216,8138,7,,8.87,9.61,,599.71123,98.2,,239558,109.5,111.4,3.8,849,,,,,721,,57,79.3041,50.7,,13.5,,57.2954,420.812,,,,,,,,-14656,1945900,43186,17023.9,32887.6,-15863.7,,121.4046,83.8,77.8,,74.6,4335.7,98.2,57,50.7,,53.9,13.5,,,3627.2,8,3195.2,2822.778,57.773,43186,,121.4046,224722,633.3,8.27,7.26,8.113,9.5,9.75,1945900,13642,1417.8561,498.7557,109.5,111.4,83.8,77.8,,,0.002366528
1/15/86,98734,108887,7795,6.7,,8.85,9.57,,605.70302,96.9,,239713,109.9,111.9,3.89,913,,,,,733,,57,79.5621,51.2,,22.4,,57.5555,427.115,,,,,,,,-6492,1962600,43673,18557.1,30600,-12042.9,,120.1897,,,,74.8,4332.8,96.9,57,51.2,,55.6,22.4,,,3637.7,8,3212.3,2838.297,58.089,43673,,120.1897,221697,626.6,8.14,7.16,8.145,9.5,9.59,1962600,1546,1429.5305,500.3674,109.9,111.9,,,,,0.071489281
2/15/86,98841,108480,8402,7.2,,8.88,9.57,,610.67829,96,,239858,109.7,112.2,3.11,822,,,,,728,,55,78.9398,51,,19.8,,57.1707,431.057,,,,,,,,-24580,1979100,45504,18520.1,28866.5,-10346.4,,115.7162,,,,75.1,4351.3,96,55,51,,57.2,19.8,,,3655.6,8.7,3229.1,2831.221,58.241,45504,,115.7162,217759,612.8,7.86,7.24,8.0156,9.5,9.08,1979100,3728,1433.9882,500.5957,109.7,112.2,,,,,0.052793936
3/15/86,98935,108837,8383,7.2,,8.89,9.59,,613.37662,95.1,,240011,109.1,112.5,2.26,848,,,,,880,,57,78.3172,51,,14,,56.7784,423.432,,,,,,,,-30142,1986800,44919,17998.8,29124.1,-11125.3,,113.2825,83.6,75,,75.2,4396.1,95.1,57,51,,56.6,14,,,3682.1,9.3,3255.1,2834.676,58.415,44919,,113.2825,221355,624.3,7.48,6.54,7.5729,9.1,8.09,1986800,13577,1450.1016,505.2785,109.1,112.5,83.6,75,,,-0.014148179
4/15/86,99122,108952,8364,7.1,,8.89,9.58,,619.65773,100,,240183,108.7,112.9,1.59,906,,,,,857,,62,78.3042,49.7,,3.2,,56.8228,429.627,,,,,,,,9928,2008300,46492,18761.6,30286.8,-11525.2,,112.223,,,,75.6,4448.3,100,62,49.7,,54.7,3.2,,,3687.3,9.1,3261.2,2846.499,58.514,46492,,112.223,225063,647,6.99,6.27,6.9361,8.83,7.5,2008300,15110,1458.9282,507.9338,108.7,112.9,,,,,0.05022928
5/15/86,99249,109089,8439,7.2,,8.9,9.58,,625.81996,100.2,,240365,109,113.1,1.49,918,,,,,789,,64,78.3914,53.4,,1.9,,56.938,429.886,,,,,,,,-39396,2031300,45249,19022.9,29390.1,-10367.2,,109.5738,,,,75.9,4487.4,100.2,64,53.4,,56.3,1.9,,,3699.3,8.6,3271.1,2869.049,58.609,45249,,109.5738,226423,645.7,6.85,6.28,6.9953,8.5,7.81,2031300,6773,1465.1166,508.0045,109,113.1,,,,,0.014109561
6/15/86,99155,109576,8508,7.2,,8.91,9.57,,630.05583,100,,240555,109.4,113.4,1.77,1012,,,,,728,,65,78.0509,50.5,,2.8,,56.7427,432.431,,,,,,,,-1044,2059300,46595,20037.7,29960.2,-9922.5,,110.3052,83.3,75.1,,76.4,4506.1,100,65,50.5,,55.7,2.8,,,3715.4,8.8,3281.4,2873.548,58.78,46595,,110.3052,230141,662.8,6.92,6.12,7.064,8.5,7.69,2059300,8130,1472.5036,511.1678,109.4,113.4,83.3,75.1,,,-0.058682826
7/15/86,99473,109810,8319,7,,8.92,9.59,,635.15095,97.5,,240753,109.5,113.8,1.58,934,,,,,698,,59,78.4085,48,,11.8,,57.0569,435.611,,,,,,,,-22304,2074500,47430,19730.8,30969.2,-11238.4,,107.3615,,,,76.4,4542.6,97.5,59,48,,53.5,11.8,,,3735.5,8.7,3300.1,2893.429,58.882,47430,,107.3615,232992,673.4,6.56,5.96,6.669,8.16,7.29,2074500,4909,1484.8701,513.0945,109.5,113.8,,,,,0.071192614
8/15/86,99587,110015,8135,6.9,,8.94,9.54,,638.90439,91.7,,240961,109.6,114.2,1.57,894,,,,,621,,55,78.2231,52.6,,6.8,,56.9807,435.656,,,,,,,,-28056,2094400,48161,17969.8,30122.4,-12152.6,,105.5317,,,,76.6,4571.5,91.7,55,52.6,,55.9,6.8,,,3749.5,8.4,3309.6,2911.132,58.998,48161,,105.5317,233236,678.4,6.17,5.32,6.1969,7.9,7.28,2094400,6570,1495.9719,515.1686,109.6,114.2,,,,,-0.085438659
9/15/86,99934,110085,8310,7,,8.94,9.6,,646.02316,89.7,,241171,110,114.6,1.75,1149,,,,,763,,57,78.2918,52.4,,10.6,,57.0954,436.469,,,,,,,,-3926,2125300,48087,18281.8,31737.5,-13455.7,,105.4336,82.4,76.9,,76.9,4593.6,89.7,57,52.4,,53.1,10.6,,,3766.8,6.6,3323.8,2984.643,59.188,48087,,105.4336,235110,684.5,5.89,5.33,5.9972,7.5,7.56,2125300,8024,1505.3894,517.7122,110,114.6,82.4,76.9,,,0.054729379
10/15/86,100120,110273,8243,7,,8.96,9.59,,653.78729,85.8,,241371,110.2,115,1.47,948,,,,,669,,64,78.5472,51.2,,9.1,,57.3542,442.654,,,,,,,,-25290,2139000,47089,19728.1,30952.8,-11224.7,,105.5044,,,,77,4619.1,85.8,64,51.2,,55,9.1,,,3776.2,7.8,3327.9,2945.912,59.386,47089,,105.5044,237005,692.2,5.85,5.34,5.9993,7.5,7.61,2139000,7850,1508.2913,517.5658,110.2,115,,,,,0.02147717
11/15/86,100306,110475,8159,6.9,,9,9.65,,653.7673,89.7,,241544,110.4,115.3,1.28,719,,,,,707,,59,78.8045,51.2,,16.4,,57.623,436.093,,,,,,,,-27087,2179500,47825,19294.9,32665.6,-13370.7,,107.0987,,,,77.2,4634.8,89.7,59,51.2,,55.1,16.4,,,3791,8.2,3336.3,2941.694,59.511,47825,,107.0987,241953,708.8,6.04,5.53,6.0859,7.5,7.42,2179500,267,1525.8416,523.7978,110.4,115.3,,,,,-0.028288259
12/15/86,100511,110728,7883,6.6,,9.01,9.71,,654.75024,93.2,,241702,110.8,115.6,1.1,902,,,,,784,,64,79.3356,50.5,,22.8,,58.1006,434.464,,,,,,,,-12369,2214800,48516,19254.8,30762.4,-11507.6,,106.1015,83.3,77.7,,77.7,4674.4,93.2,64,50.5,,55.3,22.8,,,3811.8,6.4,3346.6,3010.779,59.588,48516,,106.1015,248625,739.8,6.91,5.84,6.3824,7.5,7.28,2214800,6539,1555.6767,539.0874,110.8,115.6,83.3,77.7,,,0.131766941
1/15/87,100683,110953,7892,6.6,,9.02,9.7,,653.26748,85.4,,241857,111.4,115.9,1.46,800,,,,,709,,63,78.9543,54.9,,5.8,,57.9173,435.971,,,,,,,,-2157,2221900,49387,18378.6,32188.8,-13810.2,,101.8453,,,,77.7,4680.2,85.4,63,54.9,,53.7,5.8,,,3826.8,9.1,3376.3,2949.877,59.722,49387,,101.8453,246971,737.1,6.43,5.74,6.2165,7.5,7.08,2221900,3364,1574.5259,548.7466,111.4,115.9,,,,,0.036923526
2/15/87,100915,111257,7865,6.6,,9.05,9.71,,652.5323,91.8,,242005,111.8,116.2,2.1,671,,,,,732,,60,79.8275,52.6,,9.3,,58.663,440.272,,,,,,,,-28379,2241100,49360,19372.5,31186.3,-11813.8,,100.297,,,,78.3,4669.6,91.8,60,52.6,,54,9.3,,,3853.4,7.9,3406.1,3016.492,59.848,49360,,100.297,242453,717.1,6.1,5.6,6.4453,7.5,7.25,2241100,4976,1575.5406,546.812,111.8,116.2,,,,,0.026389866
3/15/87,101164,111408,7862,6.6,,9.07,9.72,,651.19767,95.8,,242166,112.2,116.6,3.03,829,,,,,713,,60,79.8077,55,,5.6,,58.7602,435.599,,,,,,,,-27931,2246700,48824,19982,32246.8,-12264.8,,99.3084,84.3,80.8,,78.5,4667.5,95.8,60,55,,58.8,5.6,,,3873.2,7.9,3418.8,3028.384,60.028,48824,,99.3084,244774,723.1,6.13,5.79,6.4943,7.5,7.25,2246700,14445,1585.6504,548.2639,112.2,116.6,84.3,80.8,,,-0.01145012
4/15/87,101502,111794,7542,6.3,,9.08,9.73,,656.40142,97.4,,242338,112.7,117.3,3.78,895,,,,,735,,59,80.1674,55.5,,14.2,,59.1416,439.426,,,,,,,,38742,2268100,46592,20250.3,32316.7,-12066.4,,96.8727,,,,78.5,4674.5,97.4,59,55.5,,58.9,14.2,,,3885.2,3.8,3301.9,3054.091,60.273,46592,,96.8727,249579,752,6.37,5.66,6.8695,7.75,8.02,2268100,1393,1604.4463,549.7185,112.7,117.3,,,,,0.006034124
5/15/87,101728,112434,7574,6.3,,9.11,9.73,,658.47003,103,,242516,113,117.7,3.86,830,,,,,651,,55,80.5143,57.2,,19.7,,59.517,445.322,,,,,,,,-35637,2287500,45913,20113.6,33483.9,-13370.3,,96.2103,,,,78.8,4671.6,103,55,57.2,,59.8,19.7,,,3918.6,7.5,3444.2,3063.864,60.438,45913,,96.2103,250593,739.3,6.85,5.81,7.3563,8.14,8.61,2287500,4760,1609.2657,551.6081,113,117.7,,,,,0.047914512
6/15/87,101900,112246,7398,6.2,,9.11,9.73,,662.8975,102.1,,242706,113.5,117.9,3.65,963,,,,,637,,56,80.7341,57.4,,13,,59.7996,438.865,,,,,,,,-623,2309300,45140,21381.5,34141.1,-12759.6,,97.7501,86,83.6,,79.2,4657.2,102.1,56,57.4,,56.7,13,,,3929.7,7,3452.3,3088.447,60.599,45140,,97.7501,252859,743.8,6.73,5.89,7.2386,8.25,8.4,2309300,17976,1615.3827,554.4857,113.5,117.9,86,83.6,,,0.048223684
7/15/87,102247,112634,7268,6.1,,9.12,9.73,,667.65979,105.8,,242908,113.8,118.3,3.93,899,,,,,658,,55,81.1372,57.5,,15.5,,60.2152,445.565,,,,,,,,-22339,2307000,44319,22475.4,34926.6,-12451.2,,99.2907,,,,79.5,4653.9,105.8,55,57.5,,65.4,15.5,,,3952.9,6.8,3470.6,3110.698,60.756,44319,,99.2907,254802,746.2,6.58,6.06,6.9925,8.25,8.45,2307000,4733,1619.5448,553.511,113.8,118.3,,,,,0.03495889
8/15/87,102418,113057,7261,6,,9.18,9.72,,672.22514,110.7,,243118,114.3,118.7,4.28,903,,,,,657,,54,81.6605,59.3,,30.1,,60.7146,447.405,,,,,,,,-21796,2344200,45915,20846.5,34506.4,-13659.9,,98.9041,,,,79.8,4651,110.7,54,59.3,,65.8,30.1,,,3989.3,6.5,3499.2,3146.982,60.958,45915,,98.9041,254559,744.2,6.73,6.48,7.0406,8.25,8.76,2344200,2089,1628.3543,554.1842,114.3,118.7,,,,,-0.024166161
9/15/87,102646,112909,7102,5.9,,9.19,9.85,,676.21116,115.7,,243335,114.7,119.2,4.36,955,,,,,666,,52,81.7424,60,,26.3,,60.8781,452.679,,,,,,,,15204,2350300,45071,21669.4,34014.7,-12345.3,,96.8285,86.6,84.3,,80.2,4654.1,115.7,52,60,,68,26.3,,,4005.9,7,3511.3,3142.902,61.202,45071,,96.8285,256258,744.5,7.22,6.81,7.6321,8.7,9.42,2350300,7129,1648.0269,561.3488,114.7,119.2,86.6,84.3,,,-0.217630426
10/15/87,103138,113282,7227,6,,9.22,9.81,,681.18446,115.1,,243543,115,119.8,4.53,819,,,,,650,,50,82.7964,60.7,,27.2,,61.7569,453.865,,,,,,,,-30810,2384800,46201,22136.8,36253.4,-14116.6,,96.4423,,,,80.5,4664.3,115.1,50,60.7,,69.9,27.2,,,4044,7.6,3545,3151.08,61.47,46201,,96.4423,258112,753.2,7.29,5.18,8.4176,9.07,9.52,2384800,2591,1661.1595,563.0685,115,119.8,,,,,-0.085348902
11/15/87,103370,113505,7035,5.8,,9.27,9.87,,684.71004,100.8,,243724,115.4,120.1,4.53,727,,,,,625,,56,83.1333,58.8,,11.8,,62.091,459.602,,,,,,,,-27022,2409600,46779,23328.1,35218.7,-11890.6,,92.5121,,,,80.2,4662,100.8,56,58.8,,67.8,11.8,,,4069.7,7.9,3565.3,3160.872,61.602,46779,,92.5121,262358,755.5,6.69,5.39,7.5327,8.78,8.86,2409600,-1279,1663.1067,562.4557,115.4,120.1,,,,,0.072861485
12/15/87,103664,113793,6936,5.7,,9.28,9.94,,686.31877,107.7,,243895,115.6,120.4,4.43,840,,,,,595,,51,83.4435,61,,29.9,,62.394,459.343,,,,,,,,-24363,2431700,45798,24187.2,35757.6,-11570.4,,89.6784,88.3,85.5,,80.3,4665.9,107.7,51,61,,70,29.9,,,4121.7,8,3604.2,3190.913,61.73,45798,,89.6784,266878,765.4,6.77,5.85,7.9744,8.75,8.99,2431700,80,1673.1576,565.0122,115.6,120.4,88.3,85.5,,,0.040432249
1/15/88,103758,114016,6953,5.7,,9.29,9.95,,692.27095,109.9,,244056,116,120.9,4.05,774,,,,,585,,53,83.3994,57.5,,3.5,,62.4207,449.019,,,,,,,,15896,2448300,42954,23685,34180.6,-10495.6,,89.6179,,,,80.5,4682.8,109.9,53,57.5,,68.3,3.5,,,4131.1,7.5,3625.9,3230.681,62.014,42954,,89.6179,266252,764.2,6.83,5.81,7.2281,8.75,8.67,2448300,3654,1685.3955,567.0361,116,120.9,,,,,0.041817404
2/15/88,104211,114227,6929,5.7,,9.29,9.92,,696.38729,114.9,,244205,116.2,121.2,3.94,824,,,,,663,,51,83.6958,56.2,,18.3,,62.6908,445.121,,,,,,,,-24065,2471900,43064,24543.2,37098.8,-12555.6,,90.5721,,,,81.1,4713.8,114.9,51,56.2,,63.5,18.3,,,4153.5,7.9,3651.2,3238.518,62.139,43064,,90.5721,260724,744.5,6.58,5.78,6.8415,8.51,8.21,2471900,10158,1694.2542,568.1819,116.2,121.2,,,,,-0.03334329
3/15/88,104487,114037,6876,5.7,,9.31,9.95,,700.7012,112.7,,244362,116.5,121.7,3.93,919,,,,,669,,51,83.8462,54.6,,12.8,,62.8421,459.9,,,,,,,,-29283,2487600,43186,27420.4,36721.1,-9300.7,,89.0744,89.8,86.5,,81.5,4730.9,112.7,51,54.6,,63.5,12.8,,,4176.7,7.5,3678,3277.782,62.404,43186,,89.0744,263388,751.6,6.58,5.89,6.8573,8.5,8.37,2487600,9786,1707.4843,571.3495,116.5,121.7,89.8,86.5,,,0.009424852
4/15/88,104732,114650,6601,5.4,,9.36,10,,705.86805,115.7,,244528,117.2,122.3,3.9,852,,,,,699,,52,84.2676,55.8,,26.8,,63.1885,459.984,,,,,,,,13769,2502100,42730,26268.4,35295.8,-9027.4,,87.9947,,,,81.6,4740.5,115.7,52,55.8,,56.9,26.8,,,4206.7,8.1,3709.1,3280.371,62.709,42730,,87.9947,268448,777.9,6.87,6.17,7.199,8.5,8.72,2502100,6218,1722.87,577.4899,117.2,122.3,,,,,0.003176061
5/15/88,104961,114292,6779,5.6,,9.41,10.02,,710.04585,120.2,,244708,117.5,122.7,3.89,874,,,,,684,,54,84.1419,55.5,,17.8,,63.1203,462.538,,,,,,,,-22583,2519800,41949,27607.8,36022.6,-8414.8,,88.3378,,,,82,4751.5,120.2,54,55.5,,59.3,17.8,,,4222.3,7.7,3725.3,3310.969,62.923,41949,,88.3378,268823,763.4,7.09,6.62,7.5156,8.84,9.09,2519800,15737,1739.5566,583.8649,117.5,122.7,,,,,0.043256027
